City,Facility Name,Provider Number,State,Address,Phone Number,zip,Latitude,Longitude,Yelp Rating
SAN FRANCISCO,GOLDEN GATE URGENT CARE,05D2090841,CA,1600 MARKET ST,4157962242,94102,37.7740681,-122.4210478,3
REDWOOD CITY,ONE MEDICAL GROUP,05D2093514,CA,900 VETERANS BLVD STE 150,6502988774,94063,37.4898881,-122.2280739,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2093533,CA,45 CASTRO ST STE 402,7075237220,94114,37.768847,-122.4354438,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D2093651,CA,3490 CALIFORNIA ST STE 203,4155931134,94118,37.7868413,-122.4515705,3.5
OAKLAND,REACH AIR MEDICAL SERVICES,05D2094652,CA,665 53RD STREET,7078923104,94609,37.8381584,-122.2660534,3
SAN FRANCISCO,GOLDEN GATE DIALYSIS,05D2095346,CA,2700 GEARY BLVD STE A,4153451869,94118,37.782709,-122.4484489,3
LOS GATOS,PALO ALTO MEDICAL FOUNDATION,05D2096854,CA,15400 LOS GATOS BLVD,4087306132,95032,37.2455869,-121.9571762,3.5
HERCULES,CALIFORNIA DERMATOLOGY CARE,05D2097959,CA,500 ALFRED NOBEL DR STE 185,5106695700,94547,38.0178231,-122.2737556,3.5
LOS ALTOS,SURGERY CENTER LOS ALTOS,05D2099401,CA,715 ALTOS OAKS,6504048455,94024,37.3595225,-122.0952394,3
SAN JOSE,INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,05D2100033,CA,2030 FOREST AVE STE 110,4084453400,95128,37.3266966,-121.9341117,2
SAN JOSE,INDIAN HEALTH CENTER OF SANTA CLARA VALLEY,05D2100039,CA,2039 FOREST AVE STE 105,4084453400,95128,37.3273887,-121.9343837,2
MOUNTAIN VIEW,SILICON VALLEY INTERVENTIONAL SURGERY CENTER,05D2100465,CA,1174 CASTRO ST STE 201,6506919435,94040,37.3823855,-122.0866294,3
MOUNTAIN VIEW,EL CAMINO WOMEN'S MEDICAL GROUP,05D2100482,CA,2500 HOSPITAL DR BLDG 8A,6509888300,94040,37.3682691,-122.0824676,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D2102470,CA,580 VALENCIA ST,4155931136,94110,37.7636708,-122.4220812,3
SAN RAFAEL,ONE MEDICAL GROUP,05D2105304,CA,1004 NORTHGATE DR,4155783114,94903,38.0082421,-122.5447207,2.5
OAKLAND,ONE MEDICAL GROUP,05D2105306,CA,3850 GRAND AVE,5102251019,94610,37.818126,-122.2446057,3
SAN JOSE,ONE MEDICAL GROUP,05D2105330,CA,746 THE ALAMEDA,4082281020,95126,37.3313794,-121.9045073,4.5
WALNUT CREEK,WOUND CARE CENTER,05D2105796,CA,240 LA CASA VIA STE 200,9259456644,94598,37.9092719,-122.0379748,5
SANTA ROSA,SUTTER PACIFIC MEDICAL FOUNDATION - URGENT CARE,05D2107744,CA,3883 AIRWAY DR STE 120,7075237220,95403,38.4832435,-122.7396754,3
SAN FRANCISCO,UCSF HEALTH-,05D2107946,CA,1975 4TH ST RM C4C60,4155148447,94158,37.7648523,-122.3901585,2.5
SAN RAMON,JOHN MUIR MEDICAL GROUP,05D2111095,CA,5601 NORRIS CYN STE 200,9252773070,94583,37.7778358,-121.9577264,3
SAN RAMON,JOHN MUIR MEDICAL GROUP,05D2111901,CA,2305 CAMINO RAMON STE 130,9255430290,94583,37.7755312,-121.9646411,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2111976,CA,45 CASTRO ST STE 432,7075237220,94114,37.768847,-122.4354438,3
RICHMOND,"CA DEPT OF PUBLIC HEALTH, DRINKING WATER &",05D2112676,CA,"850 MARINA BAY PKWY, RM G-164",5106202911,94804,37.9197374,-122.3458095,3
SAN FRANCISCO,KENTFIELD HOSPITAL SAN FRANCISCO,05D2112780,CA,"450 STANYAN STREET, FL 6, ROOM 99",4156683200,94117,37.7740749,-122.4538893,1.5
SAN FRANCISCO,WHOLE FAMILY MD,05D2112937,CA,1286 SANCHEZ ST,4156420333,94114,37.7485918,-122.4295821,3.5
REDWOOD CITY,DIGNITY HEALTH MEDICAL GROUP SEQUOIA,05D2113846,CA,2950 WHIPPLE AVE STE 3,6508172117,94062,37.4784326,-122.2552414,3.5
SAN FRANCISCO,ONE MEDICAL GROUP,05D2114330,CA,535 MISSION ST STE 100,4155906275,94105,37.7888907,-122.3981003,2.5
WALNUT CREEK,JOHN MUIR MEDICAL GROUP LABORATORY,05D2115346,CA,"1450 TREAT BLVD, STE 160",9259412658,94597,37.9260898,-122.0522716,5
MOUNTAIN VIEW,DIRECT URGENT CARE,05D2115423,CA,1150 W EL CAMINO REAL,6506955008,94040,37.3880548,-122.0877361,3
SAN FRANCISCO,DIRECT URGENT CARE,05D2115472,CA,1998 MARKET,8007564206,94102,37.7699654,-122.4262419,3
SAN FRANCISCO,GOLDEN GATE URGENT CARE,05D2115725,CA,1085 VALENCIA ST,4157962242,94110,37.7556438,-122.4207557,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2115735,CA,2300 CALIFORNIA ST STE 202,7075237220,94115,37.7894729,-122.4324576,3
SAN RAMON,JOHN MUIR MEDICAL GROUP,05D2116011,CA,5601 NORRIS CANYON RD STE 340,9258668080,94583,37.7780059,-121.9579264,3
ANTIOCH,SUTTER DELTAS ADVANCED WOUND CARE CENTER,05D2117960,CA,3903 LONE TREE WAY,9257792900,94509,37.9819739,-121.8036011,2
VACAVILLE,NORTHBAY HEALTHCARE WELLNESS CENTER,05D2118222,CA,1020 NUT TREE RD,7076465072,95687,38.3538551,-121.9517993,3
SAN FRANCISCO,DIGNITY HEALTH MEDICAL FOUNDATION,05D2121133,CA,1801 DIRISADERO ST,4159657944,94115,37.7862783,-122.4404204,3
SAN FRANCISCO,DIGNITY HEALTH MEDICAL FOUNDATION,05D2121514,CA,"170 COLUMBUS AVE, STE 110",4159658050,94133,37.7969797,-122.4050778,3
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2122035,CA,55 2ND ST,7075237220,94105,37.7888063,-122.4003129,3
SANTA ROSA,SUTTER PACIFIC MEDICAL FOUNDATION,05D2123855,CA,3883 AIRWAY DR STE 201,7075237220,95403,38.4832435,-122.7396754,3
LOS GATOS,BAY AREA MATERNITY & WOMENS HEALTH,05D2123936,CA,777 KNOWLES DR STE 11,4088838233,95032,37.2621746,-121.9685511,3.5
REDWOOD CITY,DIGNITY HEALTH MEDICAL FOUNDATION,05D2125648,CA,"830 JEFFERSON AVE, STE M",6503810616,94063,37.4859393,-122.2282922,3
PALO ALTO,VA PALO ALTO HEALTH CARE SYSTEM,05D2125891,CA,3801 MIRANDA AVE  (132),6508523408,94304,37.4034242,-122.1420913,3.5
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2126236,CA,2015 STEINER ST,7075237220,94115,37.7878956,-122.4357092,3
EMERYVILLE,ONE MEDICAL GROUP,05D2126319,CA,1333 POWELL ST STE 103,5102251000,94608,37.8396024,-122.2877903,4
MOUNTAIN VIEW,NATURAL START MEDICINE,05D2128949,CA,1057 EL MONTE AVE STE B,6503967117,94040,37.3894416,-122.0955206,3
SANTA ROSA,SUTTER PACIFIC MEDICAL FOUNDATION,05D2129032,CA,"34 MARK WEST SPRINGS RD, 3RD FL",7075237220,95403,38.4950701,-122.7496323,3
PETALUMA,SUTTER WALK IN CARE,05D2130818,CA,"411 N MCDOWELL BLVD, UNIT 41, STE 10",7073082831,94954,38.2534665,-122.6349317,3
FREMONT,UCSF PEDIATRIC SPECIALTIES AT FREMONT,05D2131689,CA,1900 MOWRY AVE STE 1,4155148447,94538,37.5583666,-121.9795251,2
SAN FRANCISCO,DIGNITY HEALTH MEDICAL FOUNDATION,05D2132093,CA,1199 BUSH ST STE 650,9163792861,94109,37.7889333,-122.4167294,3
SAN FRANCISCO,ONE MEDICAL GROUP,05D2135721,CA,1823 UNION ST,4155906148,94123,37.7977177,-122.4292828,3
SAN FRANCISCO,CIRCLE MEDICAL CARE OF CALIFORNIA,05D2136155,CA,431 JESSIE ST,4158400560,94103,37.7872383,-122.3940289,2.5
SAN FRANCISCO,ACTION URGENT CARE,05D2136426,CA,735 7TH AVE,6692686425,94118,37.7745526,-122.4653886,3.5
SAN FRANCISCO,SUTTER PACIFIC MEDICAL FOUNDATION,05D2137885,CA,3838 CALIFORNIA ST STE 404,7075237220,94118,37.786182,-122.4574719,3.5
SAN JOSE,CENTRAL VALLEY CLINIC,05D2140852,CA,2425 ENBORG LANE,4082726072,95128,37.3114077,-121.936942,2.5
VACAVILLE,NORTHBAY HEALTHCARE,05D2146633,CA,"1010 NUT TREE, SUITE 100B",7076464156,95687,38.3545317,-121.952377,3
NOVATO,MEDICAL CENTER OF MARIN,05D2147152,CA,7428 REDWOOD BLVD STE 100,4159244525,94945,38.1102481,-122.5685711,3.5
CAMPBELL,STANFORD BLOOD CENTER - SOUTH BAY,05D2148144,CA,295 E HAMILTON AVE,6507249916,95008,37.2946444,-121.945089,2
SAN FRANCISCO,ONE MEDICAL GROUP,05D2148181,CA,345 SPEAR ST,4156586791,94105,37.7899545,-122.389913,2.5
BERKELEY,BERKELEY OUTPATIENT CENTER,05D2148258,CA,3100 SAN PABLO AVE,9259415364,94702,37.8502332,-122.287541,5
SAN FRANCISCO,ONE MEDICAL GROUP,05D2153550,CA,121 SPEAR STREET,4155931096,94105,37.7918989,-122.3928335,2.5
SAN FRANCISCO,ONE MEDICAL GROUP,05D2153672,CA,2177 MARKET STREET,4155933080,94104,37.7663709,-122.4302944,3.5
